600693.SH,东百集团,2010-6-30
600728.SH,佳都科技,2014-8-26
600737.SH,中粮糖业,2016-9-21
600739.SH,辽宁成大,2006-7-18
600743.SH,华远地产,2015-11-28
600756.SH,浪潮软件,2015-5-6
600776.SH,东方通信,2013-5-21
600801.SH,华新水泥,2013-6-14
600804.SH,鹏博士,2013-4-2
600823.SH,世茂股份,2013-6-7
600850.SH,华东电脑,2014-12-13
600867.SH,通化东宝,2014-5-9
600871.SH,石化油服,2016-8-31
600880.SH,博瑞传播,2006-7-27
600887.SH,伊利股份,2016-10-22
600887.SH,伊利股份,2006-11-28
600973.SH,宝胜股份,2013-5-10
600988.SH,赤峰黄金,2016-4-11
601139.SH,深圳燃气,2012-8-16
601208.SH,东材科技,2013-9-27
601231.SH,环旭电子,2015-8-22
601238.SH,广汽集团,2014-9-3
601616.SH,广电电气,2013-3-2
601877.SH,正泰电器,2011-4-30
603016.SH,新宏泰,2017-7-3
603017.SH,中衡设计,2017-6-8
603030.SH,全筑股份,2015-7-14
603096.SH,新经典,2017-6-13
603128.SH,华贸物流,2013-4-27
603328.SH,依顿电子,2016-4-9
603579.SH,荣泰健康,2017-2-27
603630.SH,拉芳家化,2017-9-5
603766.SH,隆鑫通用,2013-7-24
603900.SH,通灵珠宝,2017-6-9
603990.SH,麦迪科技,2017-3-28
