002467.SZ,二六三,2015-8-20
002469.SZ,三维工程,2012-6-16
002470.SZ,金正大,2014-8-26
002472.SZ,双环传动,2017-1-21
002472.SZ,双环传动,2013-12-19
002475.SZ,立讯精密,2015-9-22
002479.SZ,富春环保,2012-11-21
002480.SZ,新筑股份,2017-8-12
002482.SZ,广田集团,2014-11-8
002482.SZ,广田集团,2011-11-11
002483.SZ,润邦股份,2014-11-4
002489.SZ,浙江永强,2011-12-24
002491.SZ,通鼎互联,2013-6-4
002495.SZ,佳隆股份,2012-2-17
002496.SZ,辉丰股份,2012-1-17
002503.SZ,搜于特,2016-12-12
002508.SZ,老板电器,2014-9-10
002511.SZ,中顺洁柔,2015-10-21
002514.SZ,宝馨科技,2015-4-16
002516.SZ,旷达科技,2014-11-18
002518.SZ,科士达,2013-9-3
002518.SZ,科士达,2017-6-20
002519.SZ,银河电子,2014-11-28
002519.SZ,银河电子,2011-12-29
002519.SZ,银河电子,2016-2-23
002521.SZ,齐峰新材,2013-4-8
002527.SZ,新时达,2012-3-20
002528.SZ,英飞拓,2011-8-30
002528.SZ,英飞拓,2013-5-17
002528.SZ,英飞拓,2016-5-23
002532.SZ,新界泵业,2014-12-16
002532.SZ,新界泵业,2014-12-16
002533.SZ,金杯电工,2014-7-9
002534.SZ,杭锅股份,2016-1-8
002535.SZ,林州重机,2011-9-20
002537.SZ,海联金汇,2013-4-26
002542.SZ,中化岩土,2017-7-8
002548.SZ,金新农,2013-1-11
002550.SZ,千红制药,2017-8-22
002551.SZ,尚荣医疗,2014-5-27
002554.SZ,惠博普,2015-11-24
002556.SZ,辉隆股份,2017-9-14
002559.SZ,亚威股份,2016-4-25
002560.SZ,通达股份,2015-9-29
002562.SZ,兄弟科技,2015-10-19
002563.SZ,森马服饰,2015-7-14
002565.SZ,顺灏股份,2013-5-30
002567.SZ,唐人神,2012-2-18
002572.SZ,索菲亚,2013-1-29
002573.SZ,清新环境,2014-11-25
002577.SZ,雷柏科技,2015-1-9
002577.SZ,雷柏科技,2015-1-9
002579.SZ,中京电子,2016-11-25
002580.SZ,圣阳股份,2015-11-24
002580.SZ,圣阳股份,2012-6-6
002583.SZ,海能达,2013-8-15
002587.SZ,奥拓电子,2016-2-5
002587.SZ,奥拓电子,2017-7-11
002587.SZ,奥拓电子,2013-4-3
002588.SZ,史丹利,2014-12-10
002591.SZ,恒大高新,2013-8-22
002593.SZ,日上集团,2014-5-27
002593.SZ,日上集团,2017-7-13
002593.SZ,日上集团,2017-3-14
002593.SZ,日上集团,2017-3-14
002596.SZ,海南瑞泽,2014-1-24
002596.SZ,海南瑞泽,2014-1-24
002596.SZ,海南瑞泽,2017-5-6
002597.SZ,金禾实业,2014-5-26
002599.SZ,盛通股份,2017-4-1
002599.SZ,盛通股份,2015-8-15
002601.SZ,龙蟒佰利,2013-4-25
002601.SZ,龙蟒佰利,2015-1-27
002603.SZ,以岭药业,2013-5-6
002603.SZ,以岭药业,2013-5-6
002606.SZ,大连电瓷,2015-9-29
002609.SZ,捷顺科技,2014-6-21
002609.SZ,捷顺科技,2016-10-1
002609.SZ,捷顺科技,2012-8-2
002611.SZ,东方精工,2013-6-4
002614.SZ,奥佳华,2015-2-5
002614.SZ,奥佳华,2017-6-22
002614.SZ,奥佳华,2017-6-22
002616.SZ,长青集团,2014-3-6
002616.SZ,长青集团,2016-1-25
002616.SZ,长青集团,2015-5-5
002624.SZ,完美世界,2015-6-2
002625.SZ,光启技术,2014-1-11
002631.SZ,德尔未来,2013-11-5
002631.SZ,德尔未来,2013-11-5
002635.SZ,安洁科技,2014-1-22
002635.SZ,安洁科技,2017-2-8
002637.SZ,赞宇科技,2017-8-3
002640.SZ,跨境通,2015-11-16
002640.SZ,跨境通,2017-8-21
002640.SZ,跨境通,2015-3-5
002642.SZ,荣之联,2013-12-23
002648.SZ,卫星石化,2014-6-24
002648.SZ,卫星石化,2016-9-3
002649.SZ,博彦科技,2014-4-29
002649.SZ,博彦科技,2015-11-21
002650.SZ,加加食品,2015-5-28
002660.SZ,茂硕电源,2012-10-29
002661.SZ,克明面业,2014-4-22
002661.SZ,克明面业,2014-4-22
002663.SZ,普邦股份,2013-8-8
002668.SZ,奥马电器,2016-2-22
002671.SZ,龙泉股份,2014-2-12
002672.SZ,东江环保,2016-8-24
002672.SZ,东江环保,2013-11-28
002674.SZ,兴业科技,2013-7-2
002677.SZ,浙江美大,2016-9-5
002680.SZ,长生生物,2017-2-27
002681.SZ,奋达科技,2014-11-6
002681.SZ,奋达科技,2017-3-2
002681.SZ,奋达科技,2016-6-2
002686.SZ,亿利达,2015-9-11
002689.SZ,远大智能,2013-12-28
002693.SZ,双成药业,2014-12-8
002694.SZ,顾地科技,2016-11-23
002695.SZ,煌上煌,2013-11-23
002702.SZ,海欣食品,2016-7-9
002706.SZ,良信电器,2017-6-10
002706.SZ,良信电器,2014-9-13
002707.SZ,众信旅游,2014-9-26
002707.SZ,众信旅游,2016-3-15
002707.SZ,众信旅游,2017-10-13
002709.SZ,天赐材料,2015-8-11
002712.SZ,思美传媒,2014-12-17
002713.SZ,东易日盛,2016-7-2
002717.SZ,岭南园林,2015-1-12
002719.SZ,麦趣尔,2014-12-2
002724.SZ,海洋王,2017-1-24
002726.SZ,龙大肉食,2016-3-31
002734.SZ,利民股份,2016-7-5
002735.SZ,王子新材,2017-6-27
002738.SZ,中矿资源,2016-10-26
002738.SZ,中矿资源,2015-7-22
002743.SZ,富煌钢构,2016-11-14
002747.SZ,埃斯顿,2016-12-27
002747.SZ,埃斯顿,2015-7-29
002751.SZ,易尚展示,2017-5-10
002762.SZ,金发拉比,2017-7-11
002765.SZ,蓝黛传动,2016-9-2
002769.SZ,普路通,2015-9-14
002771.SZ,真视通,2015-11-2
002771.SZ,真视通,2017-1-9
002772.SZ,众兴菌业,2015-10-1
002773.SZ,康弘药业,2015-12-15
002773.SZ,康弘药业,2015-12-15
002775.SZ,文科园林,2016-3-23
002780.SZ,三夫户外,2016-1-7
002781.SZ,奇信股份,2016-3-26
002787.SZ,华源控股,2016-10-21
002792.SZ,通宇通讯,2016-8-27
002798.SZ,帝王洁具,2017-9-1
002801.SZ,微光股份,2017-3-20
002802.SZ,洪汇新材,2017-8-15
002809.SZ,红墙股份,2017-5-22
002812.SZ,创新股份,2017-3-31
002821.SZ,凯莱英,2016-12-30
002821.SZ,凯莱英,2016-12-30
002823.SZ,凯中精密,2017-1-25
002825.SZ,纳尔股份,2017-1-16
002825.SZ,纳尔股份,2017-1-16
002828.SZ,贝肯能源,2017-6-19
002829.SZ,星网宇达,2017-2-21
